,datesold,price,bedrooms
12896,2015-10-08,460000,3
12897,2015-10-08,470000,4
12898,2015-10-08,501250,4
12899,2015-10-08,520000,4
12900,2015-10-08,529000,3
12901,2015-10-08,540000,4
12902,2015-10-08,550000,4
12903,2015-10-08,555500,4
12904,2015-10-08,591000,4
12905,2015-10-08,605000,3
12906,2015-10-08,655000,3
12907,2015-10-08,703000,4
12908,2015-10-09,450000,3
12909,2015-10-09,525000,4
12910,2015-10-09,540000,4
12911,2015-10-09,552000,3
12912,2015-10-09,635000,4
12913,2015-10-09,895000,4
12914,2015-10-09,1050000,3
12915,2015-10-10,410000,2
12916,2015-10-10,470000,3
12917,2015-10-10,540000,4
12918,2015-10-10,546000,3
12919,2015-10-10,580000,3
12920,2015-10-10,600000,4
12921,2015-10-10,610000,4
12922,2015-10-10,650000,3
12923,2015-10-10,652500,4
12924,2015-10-10,671000,4
12925,2015-10-10,671000,3
12926,2015-10-10,680000,3
12927,2015-10-10,715000,4
12928,2015-10-10,837000,4
12929,2015-10-10,941000,5
12930,2015-10-10,980000,4
12931,2015-10-10,995000,3
12932,2015-10-11,1180000,4
12933,2015-10-12,435000,3
12934,2015-10-12,455000,3
12935,2015-10-12,495000,3
12936,2015-10-12,590000,4
12937,2015-10-12,850000,4
12938,2015-10-12,1130000,4
12939,2015-10-13,387000,3
12940,2015-10-13,480000,3
12941,2015-10-13,555000,4
12942,2015-10-13,560000,4
12943,2015-10-13,615000,3
12944,2015-10-13,635000,4
12945,2015-10-13,650000,4
12946,2015-10-13,735000,4
12947,2015-10-13,753377,3
12948,2015-10-13,780000,4
12949,2015-10-13,826000,3
12950,2015-10-13,870000,5
12951,2015-10-13,2450000,4
12952,2015-10-14,416000,3
12953,2015-10-14,425000,3
12954,2015-10-14,450000,3
12955,2015-10-14,475000,3
12956,2015-10-14,480000,3
12957,2015-10-14,530000,4
12958,2015-10-14,532000,3
12959,2015-10-14,545000,3
12960,2015-10-14,635000,4
12961,2015-10-14,647010,4
12962,2015-10-14,665000,2
12963,2015-10-14,685000,3
12964,2015-10-14,741000,4
12965,2015-10-14,770000,5
12966,2015-10-14,996114,5
12967,2015-10-14,1210000,5
12968,2015-10-15,448000,3
12969,2015-10-15,465000,3
12970,2015-10-15,497000,3
12971,2015-10-15,530000,4
12972,2015-10-15,595000,4
12973,2015-10-15,665000,4
12974,2015-10-15,685000,4
12975,2015-10-15,729000,4
12976,2015-10-15,735000,4
12977,2015-10-15,791000,3
12978,2015-10-15,800000,3
12979,2015-10-15,805000,5
12980,2015-10-15,810000,4
12981,2015-10-15,1100000,4
12982,2015-10-15,1570000,4
12983,2015-10-16,336000,2
12984,2015-10-16,410000,3
12985,2015-10-16,470000,3
12986,2015-10-16,552500,3
12987,2015-10-16,570000,3
12988,2015-10-16,625000,4
12989,2015-10-16,656000,4
12990,2015-10-16,675000,4
12991,2015-10-16,715500,4
12992,2015-10-16,770000,4
12993,2015-10-16,780000,5
12994,2015-10-16,785000,4
12995,2015-10-16,845000,4
12996,2015-10-17,475000,3
12997,2015-10-17,656000,4
12998,2015-10-17,690000,3
12999,2015-10-17,700000,4
13000,2015-10-17,760000,5
13001,2015-10-17,799000,5
13002,2015-10-17,805000,4
13003,2015-10-17,811000,4
13004,2015-10-17,1000000,4
13005,2015-10-17,1150000,4
13006,2015-10-17,1150000,5
13007,2015-10-17,1230000,4
13008,2015-10-17,1250000,4
13009,2015-10-17,1300000,3
13010,2015-10-17,1535000,5
13011,2015-10-18,520000,3
13012,2015-10-19,380000,3
13013,2015-10-19,408000,3
13014,2015-10-19,550000,4
13015,2015-10-19,560000,4
13016,2015-10-19,645000,3
13017,2015-10-19,650000,4
13018,2015-10-19,655000,4
13019,2015-10-19,685000,4
13020,2015-10-19,720000,4
13021,2015-10-19,812500,4
13022,2015-10-19,915000,4
13023,2015-10-19,1500000,3
13024,2015-10-20,390000,2
13025,2015-10-20,398000,3
13026,2015-10-20,461000,3
13027,2015-10-20,470500,4
13028,2015-10-20,485500,3
13029,2015-10-20,510000,3
13030,2015-10-20,515000,3
13031,2015-10-20,535000,4
13032,2015-10-20,565000,4
13033,2015-10-20,570000,4
13034,2015-10-20,571000,4
13035,2015-10-20,605000,3
13036,2015-10-20,637000,4
13037,2015-10-20,875000,4
13038,2015-10-21,320000,3
13039,2015-10-21,320000,2
13040,2015-10-21,341000,4
13041,2015-10-21,350000,3
13042,2015-10-21,400000,3
13043,2015-10-21,415000,3
13044,2015-10-21,425000,3
13045,2015-10-21,455000,3
13046,2015-10-21,461000,3
13047,2015-10-21,478000,3
13048,2015-10-21,555000,4
13049,2015-10-21,565000,4
13050,2015-10-21,610000,3
13051,2015-10-21,660000,4
13052,2015-10-21,700000,3
13053,2015-10-21,830000,3
13054,2015-10-21,950000,3
13055,2015-10-22,93000,1
13056,2015-10-22,332500,2
13057,2015-10-22,400000,3
13058,2015-10-22,459000,3
13059,2015-10-22,475000,3
13060,2015-10-22,491000,3
13061,2015-10-22,560000,4
13062,2015-10-22,577000,3
13063,2015-10-22,610000,3
13064,2015-10-22,660000,5
13065,2015-10-22,872500,5
13066,2015-10-22,2660000,5
13067,2015-10-23,330000,3
13068,2015-10-23,373000,3
13069,2015-10-23,450000,3
13070,2015-10-23,451250,3
13071,2015-10-23,471500,3
13072,2015-10-23,474900,3
13073,2015-10-23,586000,4
13074,2015-10-23,630000,2
13075,2015-10-23,630000,4
13076,2015-10-23,642000,4
13077,2015-10-23,655000,4
13078,2015-10-23,714000,3
13079,2015-10-23,727500,5
13080,2015-10-23,750000,4
13081,2015-10-23,830000,3
13082,2015-10-23,870000,4
13083,2015-10-23,930000,2
13084,2015-10-23,1060000,4
13085,2015-10-24,350000,3
13086,2015-10-24,400000,4
13087,2015-10-24,423000,3
13088,2015-10-24,508000,3
13089,2015-10-24,560000,2
13090,2015-10-24,701000,4
13091,2015-10-24,710000,3
13092,2015-10-24,741000,3
13093,2015-10-24,748000,4
13094,2015-10-24,750000,3
13095,2015-10-24,803000,4
13096,2015-10-24,812000,3
13097,2015-10-24,870000,3
13098,2015-10-24,950000,3
13099,2015-10-24,952500,4
13100,2015-10-24,1170000,5
13101,2015-10-24,1350000,3
13102,2015-10-26,482500,3
13103,2015-10-26,490000,3
13104,2015-10-26,490000,3
13105,2015-10-26,526150,4
13106,2015-10-26,570000,4
13107,2015-10-26,580000,4
13108,2015-10-26,610000,4
13109,2015-10-26,1160000,5
13110,2015-10-27,385000,3
13111,2015-10-27,413750,3
13112,2015-10-27,416000,3
13113,2015-10-27,462000,3
13114,2015-10-27,471000,3
13115,2015-10-27,546000,3
13116,2015-10-27,625000,3
13117,2015-10-27,660750,4
13118,2015-10-27,670000,3
13119,2015-10-27,770000,4
13120,2015-10-27,855000,4
13121,2015-10-27,885000,5
13122,2015-10-27,1059000,0
13123,2015-10-28,435000,3
13124,2015-10-28,441000,3
13125,2015-10-28,465000,3
13126,2015-10-28,495000,3
13127,2015-10-28,510000,3
13128,2015-10-28,655000,3
13129,2015-10-28,658000,3
13130,2015-10-28,670000,4
13131,2015-10-28,702000,3
13132,2015-10-28,797500,3
13133,2015-10-28,820500,3
13134,2015-10-28,1005000,5
13135,2015-10-28,1200000,5
13136,2015-10-29,323000,2
13137,2015-10-29,339950,3
13138,2015-10-29,385100,3
13139,2015-10-29,415000,2
13140,2015-10-29,426500,3
13141,2015-10-29,438500,3
13142,2015-10-29,442000,3
13143,2015-10-29,455000,3
13144,2015-10-29,515000,4
13145,2015-10-29,520000,3
13146,2015-10-29,530500,3
13147,2015-10-29,565000,4
13148,2015-10-29,638000,3
13149,2015-10-29,715000,4
13150,2015-10-29,775000,4
13151,2015-10-29,777000,3
13152,2015-10-29,871000,2
13153,2015-10-29,875000,2
13154,2015-10-29,875000,3
13155,2015-10-29,956000,3
13156,2015-10-30,350000,2
13157,2015-10-30,395000,3
13158,2015-10-30,445000,4
13159,2015-10-30,475000,3
13160,2015-10-30,490000,4
13161,2015-10-30,565000,4
13162,2015-10-30,640000,4
13163,2015-10-30,675000,3
13164,2015-10-30,727500,4
13165,2015-10-30,730000,3
13166,2015-10-30,742000,4
13167,2015-10-30,880000,5
13168,2015-10-31,456000,3
13169,2015-10-31,545000,3
13170,2015-10-31,556000,3
13171,2015-10-31,575000,3
13172,2015-10-31,590000,4
13173,2015-10-31,590500,4
13174,2015-10-31,592500,5
13175,2015-10-31,604000,3
13176,2015-10-31,630000,4
13177,2015-10-31,630000,4
13178,2015-10-31,685000,4
13179,2015-10-31,710000,4
13180,2015-10-31,780000,4
13181,2015-10-31,797000,5
13182,2015-10-31,865000,5
13183,2015-10-31,875000,4
13184,2015-10-31,890000,4
13185,2015-10-31,895000,4
13186,2015-10-31,910000,5
13187,2015-10-31,985000,4
13188,2015-10-31,1000000,4
13189,2015-10-31,1070000,4
13190,2015-10-31,1222500,5
13191,2015-10-31,1300000,3
13192,2015-10-31,1300000,4
13193,2015-10-31,1425000,4
13194,2015-10-31,1470000,5
13195,2015-10-31,2010000,5
13196,2015-10-31,2250000,4
13197,2015-11-01,480000,3
13198,2015-11-01,677600,4
13199,2015-11-01,705000,3
13200,2015-11-01,845000,3
13201,2015-11-01,907000,3
13202,2015-11-01,1000000,4
13203,2015-11-01,1025000,4
13204,2015-11-01,1430000,4
13205,2015-11-02,395000,3
13206,2015-11-02,430500,3
13207,2015-11-02,435000,3
13208,2015-11-02,480000,3
13209,2015-11-02,605000,4
13210,2015-11-02,740000,4
13211,2015-11-02,790000,4
13212,2015-11-02,8000000,4
13213,2015-11-03,620000,4
13214,2015-11-03,1165000,4
13215,2015-11-04,462500,3
13216,2015-11-04,625000,4
13217,2015-11-04,650000,4
13218,2015-11-04,685000,4
13219,2015-11-04,720000,3
13220,2015-11-05,330000,3
13221,2015-11-05,415000,3
13222,2015-11-05,448000,3
13223,2015-11-05,460000,3
13224,2015-11-05,461500,3
13225,2015-11-05,562000,3
13226,2015-11-05,585000,4
13227,2015-11-05,589000,4
13228,2015-11-05,705000,4
13229,2015-11-05,725000,4
13230,2015-11-05,740000,4
13231,2015-11-05,865000,5
13232,2015-11-05,935000,5
13233,2015-11-05,1151000,4
13234,2015-11-05,1255000,5
13235,2015-11-06,357500,3
13236,2015-11-06,370000,3
13237,2015-11-06,436000,3
13238,2015-11-06,440000,3
13239,2015-11-06,442000,3
13240,2015-11-06,452000,3
13241,2015-11-06,465000,3
13242,2015-11-06,500000,3
13243,2015-11-06,525000,4
13244,2015-11-06,540000,4
13245,2015-11-06,563000,5
13246,2015-11-06,600000,4
13247,2015-11-06,650000,4
13248,2015-11-06,780000,3
13249,2015-11-06,830000,4
13250,2015-11-06,865000,4
13251,2015-11-06,1151000,4
13252,2015-11-07,375000,4
13253,2015-11-07,403000,3
13254,2015-11-07,465000,3
13255,2015-11-07,495000,3
13256,2015-11-07,529000,3
13257,2015-11-07,537000,3
13258,2015-11-07,551000,4
13259,2015-11-07,565000,4
13260,2015-11-07,580000,3
13261,2015-11-07,595000,4
13262,2015-11-07,607000,3
13263,2015-11-07,661000,4
13264,2015-11-07,664000,4
13265,2015-11-07,670000,4
13266,2015-11-07,680000,3
13267,2015-11-07,680000,4
13268,2015-11-07,700000,3
13269,2015-11-07,700000,4
13270,2015-11-07,745000,3
13271,2015-11-07,755000,4
13272,2015-11-07,765000,5
13273,2015-11-07,775000,4
13274,2015-11-07,777000,4
13275,2015-11-07,790000,3
13276,2015-11-07,803000,5
13277,2015-11-07,855000,4
13278,2015-11-07,865000,5
13279,2015-11-07,1210000,5
13280,2015-11-07,1400000,4
13281,2015-11-07,1705000,4
13282,2015-11-07,2090000,4
13283,2015-11-07,2202000,4
13284,2015-11-07,2322000,4
13285,2015-11-08,765000,5
13286,2015-11-08,831000,2
13287,2015-11-08,875000,3
13288,2015-11-08,887000,3
13289,2015-11-08,1285000,4
13290,2015-11-09,392500,2
13291,2015-11-09,418000,3
13292,2015-11-09,420000,3
13293,2015-11-09,497000,4
13294,2015-11-09,510000,3
13295,2015-11-09,517400,4
13296,2015-11-09,610000,4
13297,2015-11-09,637000,4
13298,2015-11-09,675000,3
13299,2015-11-09,700000,4
13300,2015-11-09,726000,3
13301,2015-11-09,840000,4
13302,2015-11-10,210000,1
13303,2015-11-10,350000,3
13304,2015-11-10,415000,3
13305,2015-11-10,512500,4
13306,2015-11-10,515000,4
13307,2015-11-10,620000,4
13308,2015-11-10,665000,5
13309,2015-11-10,815000,5
13310,2015-11-10,850000,4
13311,2015-11-10,1370000,5
13312,2015-11-11,390000,3
13313,2015-11-11,415000,3
13314,2015-11-11,512500,3
13315,2015-11-11,535000,4
13316,2015-11-11,549000,4
13317,2015-11-11,577500,4
13318,2015-11-11,580000,4
13319,2015-11-11,615000,5
13320,2015-11-11,625000,5
13321,2015-11-11,625000,4
13322,2015-11-11,630000,3
13323,2015-11-11,640000,3
13324,2015-11-11,700000,4
13325,2015-11-11,705000,5
13326,2015-11-12,345000,3
13327,2015-11-12,400000,3
13328,2015-11-12,415000,3
13329,2015-11-12,424500,3
13330,2015-11-12,548000,4
13331,2015-11-12,563000,3
13332,2015-11-12,601000,4
13333,2015-11-12,650000,4
13334,2015-11-12,980000,4
13335,2015-11-12,1025000,4
13336,2015-11-12,1060000,4
13337,2015-11-13,410000,3
13338,2015-11-13,439000,3
13339,2015-11-13,515000,4
13340,2015-11-13,541500,3
13341,2015-11-13,550000,5
13342,2015-11-13,556000,4
13343,2015-11-13,590000,3
13344,2015-11-13,668000,3
13345,2015-11-13,780000,4
13346,2015-11-13,812000,3
13347,2015-11-13,850000,4
13348,2015-11-13,895000,5
13349,2015-11-14,414000,3
13350,2015-11-14,440000,3
13351,2015-11-14,475000,3
13352,2015-11-14,509000,3
13353,2015-11-14,510000,3
13354,2015-11-14,540000,4
13355,2015-11-14,540000,4
13356,2015-11-14,542500,3
13357,2015-11-14,551500,3
13358,2015-11-14,573000,4
13359,2015-11-14,580000,3
13360,2015-11-14,585000,4
13361,2015-11-14,595000,3
13362,2015-11-14,601500,4
13363,2015-11-14,630000,4
13364,2015-11-14,682000,5
13365,2015-11-14,690000,3
13366,2015-11-14,690000,4
13367,2015-11-14,747500,4
13368,2015-11-14,751000,3
13369,2015-11-14,759000,4
13370,2015-11-14,785000,4
13371,2015-11-14,800000,5
13372,2015-11-14,850000,4
13373,2015-11-14,860000,5
13374,2015-11-14,941000,4
13375,2015-11-14,975000,4
13376,2015-11-14,1110000,3
13377,2015-11-14,1270000,4
13378,2015-11-14,1450000,4
13379,2015-11-14,1470000,4
13380,2015-11-14,1500000,4
13381,2015-11-14,2100000,4
13382,2015-11-16,355000,3
13383,2015-11-16,417500,3
13384,2015-11-16,425000,3
13385,2015-11-16,430000,3
13386,2015-11-16,518000,4
13387,2015-11-16,590000,5
13388,2015-11-16,605000,3
13389,2015-11-16,609000,4
13390,2015-11-16,645000,4
13391,2015-11-16,800000,4
13392,2015-11-16,835000,4
13393,2015-11-16,1380000,5
13394,2015-11-17,530000,4
13395,2015-11-17,615000,4
13396,2015-11-17,615000,4
13397,2015-11-17,757000,4
13398,2015-11-17,1225000,4
13399,2015-11-17,1700000,5
13400,2015-11-18,376000,2
13401,2015-11-18,430000,4
13402,2015-11-18,476000,4
13403,2015-11-18,500000,3
13404,2015-11-18,500000,3
13405,2015-11-18,527500,3
13406,2015-11-18,541000,4
13407,2015-11-18,550000,4
13408,2015-11-18,590000,4
13409,2015-11-18,621500,4
13410,2015-11-18,640000,4
13411,2015-11-18,692500,3
13412,2015-11-18,695000,3
13413,2015-11-18,735000,5
13414,2015-11-18,1480000,4
13415,2015-11-19,354000,2
13416,2015-11-19,395000,3
13417,2015-11-19,490000,4
13418,2015-11-19,525000,3
13419,2015-11-19,575000,3
13420,2015-11-19,640000,4
13421,2015-11-19,667000,3
13422,2015-11-19,670000,3
13423,2015-11-19,831000,3
13424,2015-11-19,930000,5
13425,2015-11-20,402500,3
13426,2015-11-20,422000,3
13427,2015-11-20,465000,3
13428,2015-11-20,500000,3
13429,2015-11-20,550000,3
13430,2015-11-20,596000,4
13431,2015-11-20,645250,5
13432,2015-11-20,650000,4
13433,2015-11-20,750000,4
13434,2015-11-20,775000,4
13435,2015-11-20,780000,5
13436,2015-11-20,850000,4
13437,2015-11-20,860000,3
13438,2015-11-20,890000,4
13439,2015-11-20,990000,2
13440,2015-11-21,425000,3
13441,2015-11-21,436000,3
13442,2015-11-21,506000,3
13443,2015-11-21,512000,3
13444,2015-11-21,540000,3
13445,2015-11-21,600000,3
13446,2015-11-21,625000,5
13447,2015-11-21,630000,3
13448,2015-11-21,695000,3
13449,2015-11-21,740000,4
13450,2015-11-21,760000,3
13451,2015-11-21,775000,4
13452,2015-11-21,866000,4
13453,2015-11-21,875000,3
13454,2015-11-21,889000,4
13455,2015-11-21,897000,4
13456,2015-11-21,915000,4
13457,2015-11-21,920000,3
13458,2015-11-21,930000,4
13459,2015-11-21,1040000,3
13460,2015-11-21,1055000,5
13461,2015-11-21,1380000,5
13462,2015-11-21,1405000,3
13463,2015-11-21,1496000,5
13464,2015-11-22,451000,3
13465,2015-11-22,711100,4
13466,2015-11-22,785000,4
13467,2015-11-23,390500,3
13468,2015-11-23,530500,4
13469,2015-11-23,623000,4
13470,2015-11-23,636000,4
13471,2015-11-23,1625000,4
13472,2015-11-23,1800000,4
13473,2015-11-24,400000,3
13474,2015-11-24,417000,2
13475,2015-11-24,452000,3
13476,2015-11-24,460000,3
13477,2015-11-24,580000,4
13478,2015-11-24,580000,3
13479,2015-11-24,585000,4
13480,2015-11-24,603250,4
13481,2015-11-24,680000,4
13482,2015-11-24,687500,4
13483,2015-11-24,860000,4
13484,2015-11-24,941000,3
13485,2015-11-25,395000,3
13486,2015-11-25,415000,3
13487,2015-11-25,500000,3
13488,2015-11-25,587500,4
13489,2015-11-25,805000,5
13490,2015-11-25,827000,4
13491,2015-11-25,875000,4
13492,2015-11-25,1315000,3
13493,2015-11-26,415000,4
13494,2015-11-26,462500,4
13495,2015-11-26,485000,3
13496,2015-11-26,485000,4
13497,2015-11-26,595000,4
13498,2015-11-26,600000,4
13499,2015-11-26,610000,4
13500,2015-11-26,630000,4
13501,2015-11-26,632500,3
13502,2015-11-26,651000,4
13503,2015-11-26,660000,3
13504,2015-11-26,711000,3
13505,2015-11-26,812000,3
13506,2015-11-26,960000,3
13507,2015-11-27,365000,3
13508,2015-11-27,385000,4
13509,2015-11-27,400000,4
13510,2015-11-27,428000,3
13511,2015-11-27,456000,3
13512,2015-11-27,460000,3
13513,2015-11-27,471000,3
13514,2015-11-27,480000,4
13515,2015-11-27,515000,3
13516,2015-11-27,562500,4
13517,2015-11-27,598000,3
13518,2015-11-27,610000,3
13519,2015-11-27,690000,4
13520,2015-11-27,710000,4
13521,2015-11-27,715000,3
13522,2015-11-27,745000,4
13523,2015-11-27,820000,4
13524,2015-11-27,975000,5
13525,2015-11-28,460000,3
13526,2015-11-28,509000,3
13527,2015-11-28,528000,3
13528,2015-11-28,540000,3
13529,2015-11-28,562000,3
13530,2015-11-28,592500,4
13531,2015-11-28,628000,3
13532,2015-11-28,645000,4
13533,2015-11-28,652000,4
13534,2015-11-28,655000,4
13535,2015-11-28,683000,3
13536,2015-11-28,700000,4
13537,2015-11-28,790000,4
13538,2015-11-28,793000,4
13539,2015-11-28,808000,4
13540,2015-11-28,935000,4
13541,2015-11-28,1015000,4
13542,2015-11-28,1030000,3
13543,2015-11-28,1115000,3
13544,2015-11-28,1350000,4
13545,2015-11-28,1720000,3
13546,2015-11-28,2320000,4
13547,2015-11-30,350000,3
13548,2015-11-30,602000,3
13549,2015-11-30,640500,4
13550,2015-11-30,867000,5
13551,2015-11-30,1510000,4
13552,2015-12-01,370000,3
13553,2015-12-01,402000,3
13554,2015-12-01,485000,5
13555,2015-12-01,560000,3
13556,2015-12-01,580000,4
13557,2015-12-01,595000,3
13558,2015-12-01,650000,4
13559,2015-12-01,985000,4
13560,2015-12-01,1154000,4
13561,2015-12-02,377000,2
13562,2015-12-02,390000,3
13563,2015-12-02,410000,3
13564,2015-12-02,420000,3
13565,2015-12-02,450000,3
13566,2015-12-02,451500,3
13567,2015-12-02,452000,3
13568,2015-12-02,505000,3
13569,2015-12-02,528000,3
13570,2015-12-02,593000,2
13571,2015-12-02,630000,4
13572,2015-12-02,777000,5
13573,2015-12-02,890000,4
13574,2015-12-02,897500,3
13575,2015-12-02,1015000,3
13576,2015-12-03,371500,3
13577,2015-12-03,495000,3
13578,2015-12-03,510000,3
13579,2015-12-03,555000,4
13580,2015-12-03,575000,4
13581,2015-12-03,575000,4
13582,2015-12-03,625000,4
13583,2015-12-03,640000,4
13584,2015-12-03,675000,4
13585,2015-12-03,760000,4
13586,2015-12-03,830000,5
13587,2015-12-03,1000000,4
13588,2015-12-04,365000,3
13589,2015-12-04,395000,3
13590,2015-12-04,415000,3
13591,2015-12-04,455000,2
13592,2015-12-04,506500,4
13593,2015-12-04,515000,4
13594,2015-12-04,535000,2
13595,2015-12-04,560000,4
13596,2015-12-04,589000,4
13597,2015-12-04,605000,4
13598,2015-12-04,615000,4
13599,2015-12-04,700000,4
13600,2015-12-04,810000,4
13601,2015-12-04,835000,4
13602,2015-12-04,950000,3
13603,2015-12-04,2440000,5
13604,2015-12-05,485000,3
13605,2015-12-05,490000,3
13606,2015-12-05,520000,4
13607,2015-12-05,525000,3
13608,2015-12-05,540000,3
13609,2015-12-05,580000,4
13610,2015-12-05,620000,4
13611,2015-12-05,635000,4
13612,2015-12-05,655000,3
13613,2015-12-05,679000,4
13614,2015-12-05,680000,3
13615,2015-12-05,735000,3
13616,2015-12-05,765000,4
13617,2015-12-05,778000,3
13618,2015-12-05,820000,5
13619,2015-12-05,840000,4
13620,2015-12-05,851000,4
13621,2015-12-05,903000,3
13622,2015-12-05,905000,4
13623,2015-12-05,910000,4
13624,2015-12-05,925000,3
13625,2015-12-05,990000,3
13626,2015-12-05,1250000,4
13627,2015-12-05,1250000,4
13628,2015-12-07,410000,3
13629,2015-12-07,455000,3
13630,2015-12-07,460000,3
13631,2015-12-07,506000,3
13632,2015-12-07,549000,4
13633,2015-12-07,562000,3
13634,2015-12-07,596000,4
13635,2015-12-07,645000,3
13636,2015-12-07,689000,3
13637,2015-12-07,802000,5
13638,2015-12-07,990000,4
13639,2015-12-08,417500,3
13640,2015-12-08,490000,3
13641,2015-12-08,529000,4
13642,2015-12-08,605100,3
13643,2015-12-09,355000,3
13644,2015-12-09,505000,5
13645,2015-12-09,520000,4
13646,2015-12-09,526500,4
13647,2015-12-09,550000,4
13648,2015-12-09,610000,3
13649,2015-12-09,610000,4
13650,2015-12-09,620000,2
13651,2015-12-09,650000,3
13652,2015-12-09,966000,4
13653,2015-12-09,971000,3
13654,2015-12-10,315000,2
13655,2015-12-10,389000,3
13656,2015-12-10,448000,3
13657,2015-12-10,463000,3
13658,2015-12-10,650000,5
13659,2015-12-10,656000,4
13660,2015-12-10,675000,4
13661,2015-12-10,685000,4
13662,2015-12-10,725000,4
13663,2015-12-10,747500,3
13664,2015-12-10,780000,4
13665,2015-12-10,1098880,5
13666,2015-12-10,1300000,4
13667,2015-12-10,1725000,4
13668,2015-12-11,430000,3
13669,2015-12-11,456000,3
13670,2015-12-11,575000,4
13671,2015-12-11,630000,4
13672,2015-12-11,655000,4
13673,2015-12-11,759000,4
13674,2015-12-11,850000,4
13675,2015-12-11,1050000,4
13676,2015-12-11,1295000,5
13677,2015-12-12,432000,4
13678,2015-12-12,515000,4
13679,2015-12-12,520000,3
13680,2015-12-12,545000,3
13681,2015-12-12,617000,4
13682,2015-12-12,630000,3
13683,2015-12-12,638000,3
13684,2015-12-12,685000,4
13685,2015-12-12,689000,3
13686,2015-12-12,693500,4
13687,2015-12-12,710000,3
13688,2015-12-12,720000,4
13689,2015-12-12,729000,4
13690,2015-12-12,730000,3
13691,2015-12-12,750000,4
13692,2015-12-12,795000,4
13693,2015-12-12,810000,4
13694,2015-12-12,847000,4
13695,2015-12-12,975000,4
13696,2015-12-12,1120000,4
13697,2015-12-12,1255000,4
13698,2015-12-12,1315000,3
13699,2015-12-13,1300000,4
13700,2015-12-14,470000,3
13701,2015-12-14,627500,3
13702,2015-12-14,700000,4
13703,2015-12-14,775000,4
13704,2015-12-14,982500,4
13705,2015-12-14,2300000,4
13706,2015-12-15,488000,3
13707,2015-12-15,511000,4
13708,2015-12-15,620000,3
13709,2015-12-15,658000,4
13710,2015-12-15,741000,4
13711,2015-12-15,810000,5
13712,2015-12-15,821000,4
13713,2015-12-15,890000,4
13714,2015-12-15,921000,4
13715,2015-12-15,1100000,3
13716,2015-12-16,380000,3
13717,2015-12-16,430000,3
13718,2015-12-16,461000,3
13719,2015-12-16,485000,3
13720,2015-12-16,485000,4
13721,2015-12-16,486000,3
13722,2015-12-16,488000,3
13723,2015-12-16,527000,3
13724,2015-12-16,561000,4
13725,2015-12-16,565000,4
13726,2015-12-16,605500,3
13727,2015-12-16,670000,4
13728,2015-12-16,745000,4
13729,2015-12-16,745000,3
13730,2015-12-16,785000,4
13731,2015-12-16,875000,4
13732,2015-12-16,880000,4
13733,2015-12-16,930000,4
13734,2015-12-16,940000,4
13735,2015-12-17,379000,3
13736,2015-12-17,435000,3
13737,2015-12-17,449320,3
13738,2015-12-17,487000,3
13739,2015-12-17,506680,3
13740,2015-12-17,525000,3
13741,2015-12-17,528000,4
13742,2015-12-17,542900,3
13743,2015-12-17,573792,4
13744,2015-12-17,600000,3
13745,2015-12-17,720000,4
13746,2015-12-17,862000,4
13747,2015-12-18,430000,3
13748,2015-12-18,515000,3
13749,2015-12-18,532000,4
13750,2015-12-18,560000,4
13751,2015-12-18,561000,2
13752,2015-12-18,570000,4
13753,2015-12-18,598000,2
13754,2015-12-18,635000,4
13755,2015-12-18,665000,4
13756,2015-12-18,810000,4
13757,2015-12-18,971000,4
13758,2015-12-18,1260000,3
13759,2015-12-19,410250,3
13760,2015-12-19,482000,4
13761,2015-12-19,548000,4
13762,2015-12-19,644000,4
13763,2015-12-19,645000,4
13764,2015-12-19,725000,4
13765,2015-12-19,825000,4
13766,2015-12-19,910000,3
13767,2015-12-19,1330000,4
13768,2015-12-21,328000,2
13769,2015-12-21,436000,3
13770,2015-12-21,457500,3
13771,2015-12-21,507500,3
13772,2015-12-21,530000,4
13773,2015-12-21,542500,3
13774,2015-12-21,555000,3
13775,2015-12-21,660000,4
13776,2015-12-21,800000,2
13777,2015-12-21,800000,5
13778,2015-12-22,361180,4
13779,2015-12-22,371000,3
13780,2015-12-22,410000,2
13781,2015-12-22,510000,4
13782,2015-12-22,510000,3
13783,2015-12-22,600000,4
13784,2015-12-22,609000,4
13785,2015-12-22,615000,4
13786,2015-12-22,620000,4
13787,2015-12-22,645000,4
13788,2015-12-22,660000,4
13789,2015-12-22,668000,4
13790,2015-12-22,712000,3
13791,2015-12-22,751000,4
13792,2015-12-22,990000,4
13793,2015-12-22,1045000,3
13794,2015-12-23,330000,3
13795,2015-12-23,330000,2
13796,2015-12-23,380000,3
13797,2015-12-23,410000,3
13798,2015-12-23,425000,3
13799,2015-12-23,435000,3
13800,2015-12-23,449000,3
13801,2015-12-23,455000,3
13802,2015-12-23,480000,3
13803,2015-12-23,485000,4
13804,2015-12-23,505000,4
13805,2015-12-23,510000,3
13806,2015-12-23,580000,4
13807,2015-12-23,582500,4
13808,2015-12-23,590000,4
13809,2015-12-23,665000,5
13810,2015-12-23,680000,5
13811,2015-12-23,691500,4
13812,2015-12-23,804000,4
13813,2015-12-23,930000,3
13814,2015-12-23,990000,4
13815,2015-12-23,1170000,4
13816,2015-12-23,1300000,4
13817,2015-12-24,341000,4
13818,2015-12-24,435000,3
13819,2015-12-24,449950,3
13820,2015-12-24,460000,3
13821,2015-12-24,477000,3
